=================================================================================================================================================================== 
                                                      Resultados Algoritmo Genético Liberação de Fármaco                                                        
=================================================================================================================================================================== 
                                                                            Parâmetros                                                                             
------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
	Data =  05/05/2015 14:29:09 	Tempo de execução =  59.156s 	Tamanho da população =  100 	Número de gerações =  100 	 Limite máximo de tempo =  100

	Taxa de migração =  10.00% 		Limite de erro =  1 			Limite do Torneio em Habitat =  0.13 		Número de pontos da curva de referência =  1

	Referência, Tamanho, Limite Inferior e Limite Superior: 	D	=	1.35e-5		Td	=	16		Lid	 =	4.2e-7		Lsd	 =	4.82e-5
																Cs	=	16.2		Tcs	=	16		Lics =	2.7			Lscs =	40
																A	=	70			Ta	=	16		Lia	 =	33.3		Lsa	 =	133.1
																H	=	0.167		Th	=	16		Lih	 =	0.164		Lsh	 =	0.17
=================================================================================================================================================================== 
                                                                            Soluções                                                                              
                      Posição                        Fitness                       D                        Cs                        A                       H 
------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
						 056						-15.2640013038				0.0000282929			  13.0682571411				125.7112426758				0.1677700500
						 057						-15.2226580132				0.0000107961			  18.2071380615				60.9926116943				0.1663638000
						 058						-15.1763716247				0.0000055643			  35.4592987061				36.0730682373				0.1675604858
						 059						-15.1760204485				0.0000055672			  32.4228683472				35.0070892334				0.1671712952
						 060						-15.1548678993				0.0000055650			  35.5549163818				36.3273803711				0.1675578308
						 061						-15.0982012921				0.0000283366			  12.8969421387				123.9386718750				0.1679795227
						 062						-15.0978193487				0.0000108187			  12.7922180176				42.3334106445				0.1673762817
						 063						-15.0011376726				0.0000055672			  38.4388137817				39.7324218750				0.1675397949
						 064						-14.9933487350				0.0000055657			  34.1508163452				35.1045501709				0.1675447388
						 065						-14.9039707553				0.0000286195			  12.8986495972				125.1142944336				0.1680747375
						 066						-14.8828945269				0.0000107049			  18.2481170654				60.5525146484				0.1663086853
						 067						-14.8736495810				0.0000055643			  36.8855957031				36.2360107422				0.1675578308
