=================================================================================================================================================================== 
                                                      Resultados Algoritmo Genético Liberação de Fármaco                                                        
=================================================================================================================================================================== 
                                                                            Parâmetros                                                                             
------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
	Data =  04/05/2015 20:48:18 	Tempo de execução =  699.633s 	Tamanho da população =  100 	Número de gerações =  1000 	 Limite máximo de tempo =  100

	Taxa de migração =  10.00% 		Limite de erro =  1 			Limite do Torneio em Habitat =  0.13 		Número de pontos da curva de referência =  100

	Referência, Tamanho, Limite Inferior e Limite Superior: 	D	=	1.35e-5		Td	=	16		Lid	 =	4.2e-7		Lsd	 =	4.82e-5
																Cs	=	16.2		Tcs	=	16		Lics =	2.7			Lscs =	40
																A	=	70			Ta	=	16		Lia	 =	33.3		Lsa	 =	133.1
																H	=	0.167		Th	=	16		Lih	 =	0.164		Lsh	 =	0.17
=================================================================================================================================================================== 
                                                                            Soluções                                                                              
                       Posição                        Fitness                        D                         Cs                        A                        
------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
						 070						0.0000031890				0.0000055657			  37.5241851807				36.6304229736
						 071						0.0000032563				0.0000055657			  36.4416564941				35.6192657471
						 072						0.0000032868				0.0000055708			  32.0887756348				34.9355163574
						 073						0.0000033528				0.0000055650			  35.5412567139				34.7832336426
						 074						0.0000034818				0.0000055665			  38.4262924194				39.5451141357
						 075						0.0000035090				0.0000055657			  36.3244110107				35.3954101562
						 076						0.0000035539				0.0000371306			  4.1655685425				52.6505645752
						 077						0.0000036577				0.0000055643			  36.3932785034				35.8096191406
						 078						0.0000036847				0.0000055650			  35.3949844360				36.3273803711
						 079						0.0000036903				0.0000063845			  25.6294601440				41.7516906738
						 080						0.0000037214				0.0000063108			  36.1798461914				54.9576477051
						 081						0.0000037708				0.0000055657			  36.9168991089				34.3142028809
						 082						0.0000038331				0.0000071813			  19.6112380981				36.3822021484
						 083						0.0000039051				0.0000107049			  18.2481170654				60.5525146484
						 084						0.0000039314				0.0000286195			  12.8986495972				125.1142944336
						 085						0.0000040148				0.0000245929			  6.2515136719				50.6099761963
						 086						0.0000040161				0.0000280734			  13.4376373291				127.6635070801
						 087						0.0000040952				0.0000055657			  36.8440475464				35.8309387207
						 088						0.0000041284				0.0000283344			  12.8980804443				123.7544097900
						 089						0.0000042063				0.0000373245			  4.1593078613				52.8576690674
						 090						0.0000042324				0.0000448521			  8.3334747314				129.2106994629
						 091						0.0000044407				0.0000282929			  13.0682571411				125.7112426758
						 092						0.0000046281				0.0000107961			  18.2071380615				60.9926116943
						 093						0.0000047576				0.0000147009			  18.6066833496				89.4527282715
						 094						0.0000048491				0.0000055672			  32.4228683472				35.0070892334
						 095						0.0000050609				0.0000283366			  12.8969421387				123.9386718750
						 096						0.0000050960				0.0000108187			  12.7922180176				42.3334106445
						 097						0.0000126232				0.0000272117			  7.3300582886				68.9341552734
						 098						0.0000169160				0.0000256172			  9.6971649170				82.1035644531
						 099						0.0000174646				0.0000272080			  7.3283508301				68.7986236572
						 100						0.0000248525				0.0000098621			  20.4336639404				62.5717834473
=================================================================================================================================================================== 
